participant,exp_name,date,session,eccentricity,eccentricityDVA,gaborSize,gaborSizeDVA,gaborSF,gaborSFDVA,training-test,trial,xPosition,yPosition,meridian,contrast,ori,VF,resp,accuracy,accCount,condition,trialCount,contrastRule
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,11,0,714,meridianV,0.79,vertical,up,up,1,2,up_vertical,2,highCont
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,12,714,0,meridianH,0.48,horizontal,right,right,1,1,right_horizontal,5,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,13,0,-714,meridianV,0.0,horizontal,down,left,0,0,down_horizontal,2,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,14,0,714,meridianV,0.49,vertical,up,up,1,1,up_vertical,3,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,15,-714,0,meridianH,0.5,horizontal,left,left,1,2,left_horizontal,2,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,16,-714,0,meridianH,0.97,vertical,left,left,1,1,left_vertical,1,highCont
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,17,714,0,meridianH,0.5,vertical,right,right,1,1,right_vertical,1,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,18,714,0,meridianH,0.48,horizontal,right,right,1,2,right_horizontal,6,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,19,0,714,meridianV,0.5,horizontal,up,up,1,2,up_horizontal,2,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,20,0,-714,meridianV,0.01,horizontal,down,down,1,1,down_horizontal,3,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,21,714,0,meridianH,0.75,vertical,right,right,1,2,right_vertical,2,highCont
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,22,714,0,meridianH,0.49,vertical,right,right,1,1,right_vertical,3,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,23,-714,0,meridianH,0.49,horizontal,left,left,1,1,left_horizontal,3,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,24,714,0,meridianH,0.49,vertical,right,right,1,2,right_vertical,4,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,25,0,-714,meridianV,0.01,vertical,down,up,0,0,down_vertical,3,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,26,714,0,meridianH,0.95,vertical,right,right,1,3,right_vertical,5,highCont
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,27,-714,0,meridianH,0.49,horizontal,left,left,1,2,left_horizontal,4,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,28,-714,0,meridianH,0.0,vertical,left,right,0,0,left_vertical,2,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,29,0,-714,meridianV,0.02,vertical,down,left,0,0,down_vertical,4,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,30,-714,0,meridianH,0.48,horizontal,left,left,1,1,left_horizontal,5,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,31,0,-714,meridianV,0.84,horizontal,down,down,1,2,down_horizontal,4,highCont
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,32,0,714,meridianV,0.49,horizontal,up,up,1,1,up_horizontal,3,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,33,714,0,meridianH,0.48,vertical,right,right,1,1,right_vertical,6,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,34,714,0,meridianH,0.48,vertical,right,right,1,2,right_vertical,7,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,35,0,-714,meridianV,0.03,vertical,down,left,0,0,down_vertical,5,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,36,0,714,meridianV,0.8,horizontal,up,up,1,2,up_horizontal,4,highCont
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,37,0,714,meridianV,0.48,horizontal,up,up,1,1,up_horizontal,5,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,38,0,-714,meridianV,0.0,horizontal,down,down,1,1,down_horizontal,5,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,39,714,0,meridianH,0.47,horizontal,right,right,1,1,right_horizontal,7,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,40,0,714,meridianV,0.48,horizontal,up,up,1,2,up_horizontal,6,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,41,0,714,meridianV,0.96,vertical,up,up,1,2,up_vertical,4,highCont
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,42,-714,0,meridianH,0.01,vertical,left,left,1,1,left_vertical,3,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,43,714,0,meridianH,0.47,vertical,right,right,1,1,right_vertical,8,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,44,-714,0,meridianH,0.01,vertical,left,down,0,0,left_vertical,4,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,45,0,714,meridianV,0.48,vertical,up,up,1,1,up_vertical,5,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,46,714,0,meridianH,0.84,vertical,right,right,1,2,right_vertical,9,highCont
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,47,714,0,meridianH,0.47,horizontal,right,right,1,2,right_horizontal,8,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,48,-714,0,meridianH,0.02,vertical,left,left,1,1,left_vertical,5,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,49,0,-714,meridianV,0.04,vertical,down,up,0,0,down_vertical,6,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,50,-714,0,meridianH,0.02,vertical,left,down,0,0,left_vertical,6,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,51,0,-714,meridianV,0.98,vertical,down,down,1,1,down_vertical,7,highCont
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,52,0,714,meridianV,0.48,vertical,up,up,1,2,up_vertical,6,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,53,0,-714,meridianV,0.0,horizontal,down,down,1,2,down_horizontal,6,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,54,-714,0,meridianH,0.03,vertical,left,up,0,0,left_vertical,7,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,55,-714,0,meridianH,0.48,horizontal,left,left,1,2,left_horizontal,6,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,56,714,0,meridianH,0.98,horizontal,right,right,1,3,right_horizontal,9,highCont
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,57,714,0,meridianH,0.45999999999999996,horizontal,right,right,1,1,right_horizontal,10,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,58,0,714,meridianV,0.47,horizontal,up,up,1,1,up_horizontal,7,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,59,-714,0,meridianH,0.47,horizontal,left,left,1,1,left_horizontal,7,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,60,0,-714,meridianV,0.04,vertical,down,left,0,0,down_vertical,8,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,61,-714,0,meridianH,0.92,vertical,left,left,1,1,left_vertical,8,highCont
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,62,0,-714,meridianV,0.01,horizontal,down,right,0,0,down_horizontal,7,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,63,0,714,meridianV,0.47,horizontal,up,left,0,0,up_horizontal,8,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,64,0,714,meridianV,0.47,vertical,up,up,1,1,up_vertical,7,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,65,0,714,meridianV,0.47,vertical,up,up,1,2,up_vertical,8,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,66,-714,0,meridianH,0.8,horizontal,left,left,1,2,left_horizontal,8,highCont
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,67,0,-714,meridianV,0.02,horizontal,down,left,0,0,down_horizontal,8,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,68,0,-714,meridianV,0.05,vertical,down,right,0,0,down_vertical,9,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,69,714,0,meridianH,0.45999999999999996,vertical,right,right,1,1,right_vertical,10,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,70,-714,0,meridianH,0.03,vertical,left,right,0,0,left_vertical,9,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,71,0,714,meridianV,0.92,vertical,up,up,1,3,up_vertical,9,highCont
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,72,0,714,meridianV,0.45999999999999996,vertical,up,left,0,0,up_vertical,10,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,73,-714,0,meridianH,0.04,vertical,left,up,0,0,left_vertical,10,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,74,0,-714,meridianV,0.03,horizontal,down,right,0,0,down_horizontal,9,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,75,-714,0,meridianH,0.45999999999999996,horizontal,left,left,1,1,left_horizontal,9,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,76,0,-714,meridianV,0.96,horizontal,down,down,1,1,down_horizontal,10,highCont
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,77,0,-714,meridianV,0.060000000000000005,vertical,down,down,1,1,down_vertical,10,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,78,0,714,meridianV,0.48,horizontal,up,up,1,1,up_horizontal,9,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,79,0,714,meridianV,0.48,horizontal,up,up,1,2,up_horizontal,10,staircase
,measure_radialbias,2023-11-28_16h00.05.963,,16,714,266,6,0.176,4,test,80,-714,0,meridianH,0.45999999999999996,horizontal,left,left,1,2,left_horizontal,10,staircase
