subj_ID,exp_name,date,session,eccentricity,eccentricityDVA,gaborSize,gaborSizeDVA,gaborSF,gaborSFDVA,training-test,trial,xPosition,yPosition,meridian,contrast,ori,VF,resp,accuracy,accCount,condition,trialCount,contrastRule
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,35,0,714,meridianV,0.49,vertical,up,up,1,2,up_vertical,4,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,36,0,-714,meridianV,0.97,horizontal,down,down,1,2,down_horizontal,7,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,37,714,0,meridianH,0.01,horizontal,right,right,1,1,right_horizontal,3,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,38,0,-714,meridianV,0.47,horizontal,down,down,1,1,down_horizontal,8,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,39,0,714,meridianV,0.48,vertical,up,down,0,0,up_vertical,5,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,40,-714,0,meridianH,0.48,vertical,left,left,1,2,left_vertical,6,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,41,0,714,meridianV,0.77,vertical,up,up,1,1,up_vertical,6,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,42,0,714,meridianV,0.49,horizontal,up,up,1,2,up_horizontal,4,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,43,0,-714,meridianV,0.01,vertical,down,down,1,1,down_vertical,7,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,44,0,714,meridianV,0.48,vertical,up,up,1,2,up_vertical,7,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,45,0,714,meridianV,0.48,horizontal,up,up,1,1,up_horizontal,5,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,46,714,0,meridianH,0.85,vertical,right,right,1,4,right_vertical,6,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,47,714,0,meridianH,0.01,horizontal,right,left,0,0,right_horizontal,4,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,48,0,714,meridianV,0.47,vertical,up,up,1,1,up_vertical,8,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,49,0,714,meridianV,0.48,horizontal,up,up,1,2,up_horizontal,6,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,50,-714,0,meridianH,0.48,horizontal,left,left,1,1,left_horizontal,5,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,51,714,0,meridianH,0.81,vertical,right,right,1,5,right_vertical,7,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,52,-714,0,meridianH,0.47,vertical,left,left,1,1,left_vertical,7,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,53,0,714,meridianV,0.47,horizontal,up,up,1,1,up_horizontal,7,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,54,-714,0,meridianH,0.48,horizontal,left,left,1,2,left_horizontal,6,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,55,-714,0,meridianH,0.47,vertical,left,left,1,2,left_vertical,8,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,56,0,-714,meridianV,0.7,vertical,down,down,1,2,down_vertical,8,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,57,714,0,meridianH,0.02,horizontal,right,right,1,1,right_horizontal,5,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,58,-714,0,meridianH,0.47,horizontal,left,left,1,1,left_horizontal,7,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,59,-714,0,meridianH,0.47,horizontal,left,left,1,2,left_horizontal,8,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,60,-714,0,meridianH,0.45999999999999996,horizontal,left,left,1,1,left_horizontal,9,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,61,-714,0,meridianH,0.98,vertical,left,left,1,3,left_vertical,9,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,62,-714,0,meridianH,0.45999999999999996,vertical,left,left,1,1,left_vertical,10,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,63,0,-714,meridianV,0.47,horizontal,down,down,1,2,down_horizontal,9,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,64,0,714,meridianV,0.47,horizontal,up,up,1,2,up_horizontal,8,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,65,0,714,meridianV,0.45999999999999996,horizontal,up,up,1,1,up_horizontal,9,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,66,0,714,meridianV,0.72,horizontal,up,up,1,2,up_horizontal,10,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,67,0,-714,meridianV,0.45999999999999996,horizontal,down,down,1,1,down_horizontal,10,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,68,714,0,meridianH,0.02,horizontal,right,down,0,0,right_horizontal,6,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,69,0,714,meridianV,0.47,vertical,up,up,1,2,up_vertical,9,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,70,714,0,meridianH,0.48,vertical,right,right,1,1,right_vertical,8,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,71,0,714,meridianV,0.7,vertical,up,up,1,3,up_vertical,10,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,72,-714,0,meridianH,0.45999999999999996,horizontal,left,left,1,2,left_horizontal,10,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,73,714,0,meridianH,0.48,vertical,right,right,1,2,right_vertical,9,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,74,714,0,meridianH,0.47,vertical,right,right,1,1,right_vertical,10,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,75,-714,0,meridianH,0.45999999999999996,vertical,left,left,1,2,left_vertical,11,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,76,-714,0,meridianH,0.8,horizontal,left,left,1,3,left_horizontal,11,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,77,0,-714,meridianV,0.0,vertical,down,down,1,1,down_vertical,9,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,78,-714,0,meridianH,0.44999999999999996,horizontal,left,left,1,1,left_horizontal,12,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,79,-714,0,meridianH,0.44999999999999996,vertical,left,left,1,1,left_vertical,12,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,80,0,714,meridianV,0.44999999999999996,horizontal,up,up,1,1,up_horizontal,11,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,81,0,-714,meridianV,0.88,horizontal,down,down,1,2,down_horizontal,11,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,82,-714,0,meridianH,0.44999999999999996,horizontal,left,left,1,2,left_horizontal,13,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,83,714,0,meridianH,0.47,vertical,right,right,1,2,right_vertical,11,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,84,-714,0,meridianH,0.43999999999999995,horizontal,left,left,1,1,left_horizontal,14,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,85,0,714,meridianV,0.44999999999999996,horizontal,up,up,1,2,up_horizontal,12,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,86,0,-714,meridianV,0.89,horizontal,down,down,1,3,down_horizontal,12,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,87,0,714,meridianV,0.43999999999999995,horizontal,up,up,1,1,up_horizontal,13,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,88,0,-714,meridianV,0.44999999999999996,horizontal,down,down,1,1,down_horizontal,13,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,89,714,0,meridianH,0.03,horizontal,right,up,0,0,right_horizontal,7,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,90,0,714,meridianV,0.45999999999999996,vertical,up,up,1,1,up_vertical,11,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,91,714,0,meridianH,0.88,vertical,right,right,1,3,right_vertical,12,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,92,714,0,meridianH,0.04,horizontal,right,down,0,0,right_horizontal,8,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,93,0,-714,meridianV,0.44999999999999996,horizontal,down,down,1,2,down_horizontal,14,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,94,714,0,meridianH,0.45999999999999996,vertical,right,right,1,1,right_vertical,13,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,95,0,714,meridianV,0.45999999999999996,vertical,up,up,1,2,up_vertical,12,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,96,0,714,meridianV,0.96,horizontal,up,up,1,2,up_horizontal,14,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,97,0,714,meridianV,0.42999999999999994,horizontal,up,up,1,1,up_horizontal,15,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,98,-714,0,meridianH,0.44999999999999996,vertical,left,left,1,2,left_vertical,13,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,99,0,-714,meridianV,0.43999999999999995,horizontal,down,down,1,1,down_horizontal,15,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,100,-714,0,meridianH,0.43999999999999995,vertical,left,left,1,1,left_vertical,14,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,101,-714,0,meridianH,0.96,vertical,left,left,1,2,left_vertical,15,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,102,714,0,meridianH,0.05,horizontal,right,right,1,1,right_horizontal,9,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,103,0,-714,meridianV,0.43999999999999995,horizontal,down,down,1,2,down_horizontal,16,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,104,714,0,meridianH,0.45999999999999996,vertical,right,right,1,2,right_vertical,14,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,105,-714,0,meridianH,0.42999999999999994,vertical,left,left,1,1,left_vertical,16,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,106,0,714,meridianV,0.71,vertical,up,up,1,3,up_vertical,13,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,107,0,714,meridianV,0.42999999999999994,horizontal,up,up,1,2,up_horizontal,16,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,108,-714,0,meridianH,0.42999999999999994,vertical,left,left,1,2,left_vertical,17,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,109,714,0,meridianH,0.05,horizontal,right,right,1,2,right_horizontal,10,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,110,0,-714,meridianV,0.0,vertical,down,left,0,0,down_vertical,10,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,111,-714,0,meridianH,0.78,horizontal,left,left,1,2,left_horizontal,15,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,112,-714,0,meridianH,0.42999999999999994,horizontal,left,left,1,1,left_horizontal,16,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,113,-714,0,meridianH,0.41999999999999993,vertical,left,left,1,1,left_vertical,18,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,114,-714,0,meridianH,0.41999999999999993,vertical,left,left,1,2,left_vertical,19,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,115,-714,0,meridianH,0.4099999999999999,vertical,left,left,1,1,left_vertical,20,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,116,-714,0,meridianH,0.82,horizontal,left,left,1,2,left_horizontal,17,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,117,0,-714,meridianV,0.01,vertical,down,right,0,0,down_vertical,11,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,118,-714,0,meridianH,0.41999999999999993,horizontal,left,left,1,1,left_horizontal,18,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,119,714,0,meridianH,0.44999999999999996,vertical,right,left,0,0,right_vertical,15,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,120,0,-714,meridianV,0.42999999999999994,horizontal,down,down,1,1,down_horizontal,17,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,121,0,-714,meridianV,0.77,vertical,down,down,1,1,down_vertical,12,highCont
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,122,714,0,meridianH,0.45999999999999996,vertical,right,right,1,1,right_vertical,16,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,123,-714,0,meridianH,0.41999999999999993,horizontal,left,left,1,2,left_horizontal,19,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,124,0,-714,meridianV,0.42999999999999994,horizontal,down,down,1,2,down_horizontal,18,staircase
,measure_radialbias,2023-11-28_15h38.07.187,,16,714,266,6,0.176,4,test,125,0,714,meridianV,0.41999999999999993,horizontal,up,up,1,1,up_horizontal,17,staircase
